customerID,gender,SeniorCitizen,Dependents,tenure,PhoneService,DeviceProtection,TechSupport,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn,complaints,num_complaints,payment_risk,low_engagement,support_calls,tenure_group,high_value_customer,has_complaint,has_internet,fiber_user,complaint_text_length,complaint_negative_score,complaint_negative_flag,billing_issue_flag,technical_issue_flag,service_issue_flag
4501-VCPFK,Male,0,0,26,0,1,1,Month-to-month,0,Electronic check,35.75,1022.5,0,No complaint recorded.,0,1,0,1,loyal,0,0,1,0,0,0,0,0,0,0
5089-IFSDP,Female,0,0,58,1,1,0,Two year,1,Bank transfer (automatic),109.45,6144.55,1,"Amazing event tonight, well done to for raising such a large amount of money!! #flyingstart",1,1,0,1,loyal,1,1,1,1,91,0,0,0,0,0
9526-BIHHD,Male,0,0,1,0,0,0,Month-to-month,0,Mailed check,29.7,29.7,1,No complaint recorded.,0,1,1,1,new,0,0,1,0,0,0,0,0,0,0
5174-RNGBH,Female,0,0,9,1,0,1,Month-to-month,0,Mailed check,66.25,620.55,1,"If i am buying TWO tickets &amp; have enough miles to partially cover 1, why can't I do that? Pointless not to be able to use what I have",1,1,1,2,new,0,1,1,0,137,0,0,0,0,0
3696-XRIEN,Female,0,0,50,1,1,1,One year,1,Credit card (automatic),82.5,4179.1,0,Great - thanks much. First time I’d done this so wasn’t sure of average posting times… I credited a flight last week to my Singapore Airlines account. How long does that usually take to show up?,2,1,0,2,loyal,1,1,1,0,194,0,0,0,0,0
6174-NRBTZ,Male,0,0,46,0,0,0,One year,1,Bank transfer (automatic),30.75,1489.3,0,Damn. You're still dealing with this?! I can't believe they aren't apologizing and accepting responsibility and fixing it. No one should have to fly like that. Sorry dude.,1,0,0,2,loyal,0,1,1,0,171,0,0,0,0,0
8660-BUETV,Female,0,0,3,1,0,0,Month-to-month,0,Mailed check,44.75,148.05,0,No complaint recorded.,0,1,1,0,new,0,0,1,0,0,0,0,0,0,0
1596-OQSPS,Female,0,0,11,1,0,0,Month-to-month,0,Electronic check,51.1,531.15,0,No complaint recorded.,0,1,1,0,new,0,0,1,0,0,0,0,0,0,0
7147-AYBAA,Male,0,0,37,1,0,0,Month-to-month,1,Mailed check,70.35,2552.9,0,"Bought some chestnuts from this week and was looking forward to roasting them tonight... but every single one was mouldy!! Won’t be buying them from Tesco again, very disappointed!!",1,1,0,2,loyal,0,1,1,1,181,1,1,0,1,0
0156-FVPTA,Male,0,0,22,1,0,1,Month-to-month,1,Electronic check,54.2,1152.7,1,No complaint recorded.,0,1,0,0,mid,0,0,1,0,0,0,0,0,0,0
3873-WOSBC,Male,0,0,67,1,0,0,Two year,0,Credit card (automatic),25.6,1784.9,0,Damn I forgot how bad chipotle shits really are.,1,0,0,1,long_term,0,1,0,0,48,1,1,0,0,0
8048-DSDFQ,Male,0,0,1,1,0,0,Month-to-month,0,Mailed check,20.2,20.2,0,No complaint recorded.,0,1,1,0,new,0,0,0,0,0,0,0,0,0,0
5939-XAIXZ,Female,0,0,19,1,1,0,Month-to-month,1,Mailed check,56.1,1033.9,0,-hp is not providing the parts of the laptop almost 2 months has passed and the laptop is in full warranty,1,1,0,2,mid,0,1,1,0,106,0,0,0,0,0
0709-TVGUR,Female,1,0,9,1,0,0,Month-to-month,1,Electronic check,74.55,622.9,1,excellent customer service..ahead of its commitment They are not responding ... Amazon should make chargeback into merchant account and give the money refunded to victim like us.... Then why you promote these people's. I done as Amazon big brand was promoting.... Don't you have charge back policy on merchant account Amazon pay is like a bank account... report the fraud transactions and it should be made void... behave like financial institutions ... komparify is fraud website and Amazon promoting it . I have done dth recharge but it's done yet... u guys work with fraud??????? Did u people's started the theft.. if people's doesn't goes through the bill.. it is a big time scam... 2 rentals in same bill and customer care says it will be can u people explain what wrong with Amazon... I have to do shipping to you for returning the defective product...,5,1,1,6,new,0,1,1,1,858,0,0,1,0,1
4686-GEFRM,Male,0,0,70,1,1,1,Two year,1,Bank transfer (automatic),98.7,6858.9,0,Ai…iPhone-Apps met toegang tot camera kunnen ongemerkt foto’s en video’s maken:,1,1,0,2,long_term,1,1,1,1,79,0,0,0,1,0
1845-ZLLIG,Male,0,0,1,1,0,0,Month-to-month,1,Mailed check,50.15,50.15,0,my xbox wont connect to my wireless network pls help,1,1,1,2,new,0,1,1,0,52,0,0,0,1,1
8350-NYMVI,Female,0,0,39,0,1,1,Month-to-month,0,Bank transfer (automatic),41.1,1597.05,0,is there any word on when or if the LG v20 will be getting the Android O update?,1,1,0,2,loyal,0,1,1,0,80,0,0,0,0,0
5028-GZLDO,Male,0,0,2,1,0,0,Month-to-month,0,Credit card (automatic),70.7,140.7,1,My iPhone WILL NOT stay connected to my WiFi!! Please fix in iOS!,1,1,1,1,new,0,1,1,1,65,0,0,0,1,0
1125-SNVCK,Female,1,0,49,1,0,0,Month-to-month,0,Mailed check,43.8,2106.05,0,パムズmod入れたらノートンさんに隔離されたぞ？？？,1,1,0,1,loyal,0,1,1,0,26,0,0,0,0,0
7319-VENRZ,Male,0,0,7,1,1,1,Month-to-month,0,Bank transfer (automatic),64.3,445.95,0,Service has been trash service has been super trash lately,2,1,1,3,new,0,1,1,0,58,0,0,0,0,0
3165-HDOEW,Male,0,1,1,1,0,0,Month-to-month,1,Mailed check,45.85,45.85,1,Can you advise what is the current waiting time for calls to be answered and how much it has increased since the new website went live? #cateringlottery,2,1,1,2,new,0,1,1,0,152,0,0,0,0,0
1095-WGNGG,Female,0,0,61,1,0,0,Two year,1,Bank transfer (automatic),101.05,5971.25,0,"So of the 10 hours delivers, what are the chances they'll pick the 4 I'm at work today?",1,1,0,1,long_term,1,1,1,1,87,0,0,0,0,0
6959-UWKHF,Male,0,0,1,1,0,0,Month-to-month,1,Electronic check,42.9,42.9,1,apologies for me last tweet......this one wasn't your fault!,1,1,1,2,new,0,1,1,0,60,0,0,0,0,0
0093-EXYQL,Female,1,0,40,1,0,0,Month-to-month,1,Electronic check,91.55,3673.6,0,It's all good thanks. Amazon sorted out the refund. Just means I can't review the seller who never contacted me back. When you can't write a negative review on because you never even received the order.,2,1,0,2,loyal,1,1,1,1,202,1,1,1,0,0
3612-YVGSJ,Female,0,0,71,1,0,0,Two year,1,Credit card (automatic),24.45,1681.6,0,There are multiple bidders who have no idea how trademarks work:,1,0,0,2,long_term,0,1,0,0,64,0,0,0,0,0
8565-CLBZW,Male,0,0,24,1,1,0,Month-to-month,1,Mailed check,89.85,2165.05,1,"Please make sense of these to msg. or else I will have to legal are harassing a senior Surgeon Here is msg from card company:Rs.244.46 was spent on ur HDFCBank CREDIT Card ending 2965 on 2017-10-28:16:08:48 at UBER61701. I have repeatedly told you , that so called outstandinv payment, is already confirmed as paid with card company.# Dara Looks like international company like yours does not understand loyal customet's woes. __email__ It does not work.Sorry this is frustating.I will have to abodon Uber for life time, if u are taking this attitude US uber experience is far superior.Why do they want double money for same trip a/c 9820612820:This what I got when tried paying again",5,1,0,6,mid,1,1,1,1,684,0,0,1,0,0
8967-SZQAS,Female,0,0,14,1,0,0,Month-to-month,0,Electronic check,50.45,765.45,0,"I HATE that my WiFi is constantly turning on by itself since I update to iOS11, it’s extremely annoying! #iOS11. .",1,1,0,2,mid,0,1,1,0,114,0,0,0,1,0
7789-CRUVC,Female,1,0,61,1,1,1,Month-to-month,1,Credit card (automatic),94.2,5895.45,0,No complaint recorded.,0,1,0,1,long_term,1,0,1,1,0,0,0,0,0,0
0134-XWXCE,Female,1,0,44,1,1,1,One year,0,Bank transfer (automatic),74.85,3268.05,0,Esta si que la van a tener difícil!!!😩,1,1,0,1,loyal,0,1,1,0,38,0,0,0,0,0
0505-SPOOW,Female,0,0,70,1,0,0,Two year,0,Bank transfer (automatic),19.8,1397.65,0,Cómo amo el Servicio al Cliente de :'),1,0,0,1,long_term,0,1,0,0,38,0,0,0,0,0
7801-KICAO,Female,0,0,18,1,0,0,Month-to-month,1,Electronic check,74.15,1345.75,0,My battery has been awful since I updated,1,1,0,2,mid,0,1,1,1,41,0,0,0,0,0
7603-USHJS,Male,0,1,12,1,0,0,Month-to-month,1,Credit card (automatic),73.75,871.4,1,No complaint recorded.,0,1,0,0,new,0,0,1,1,0,0,0,0,0,0
9659-ZTWSM,Male,1,0,66,1,1,1,One year,1,Bank transfer (automatic),107.35,7051.95,0,Sent you the info please check! Disappointed with you send us promo codes and they dont even work!! Help me ! Check picture for refernce.,2,1,0,3,long_term,1,1,1,1,137,1,1,0,1,1
8434-VGEQQ,Male,0,1,61,1,0,0,Two year,0,Credit card (automatic),20.55,1305.95,0,"Bonjour, oui, c'est: Euh pq Amazon prime il bug, j'allais commander un livre et il me sort que il sera livré que le 1er décembre ?",2,0,0,3,long_term,0,1,0,0,130,0,0,0,0,0
7621-VPNET,Female,0,0,42,1,1,1,Month-to-month,1,Credit card (automatic),85.9,3729.75,0,No complaint recorded.,0,1,0,1,loyal,1,0,1,1,0,0,0,0,0,0
1732-FEKLD,Female,0,0,54,1,1,0,One year,1,Bank transfer (automatic),94.75,5121.75,0,phone number says it's already in use and can't be transferred. Help! been trying to get help for sometime (days). trying to sign up but phone number issue. HELP!!!,2,1,0,2,loyal,1,1,1,1,164,1,1,0,1,1
3195-TQDZX,Male,0,0,3,1,0,0,Month-to-month,1,Electronic check,20.25,61.45,0,First and last online shop with Driver great but 3 fresh items out of date today or tomorrow. Not good enough,1,1,1,2,new,0,1,0,0,109,0,0,0,0,0
1122-YJBCS,Male,0,0,69,1,0,0,One year,1,Credit card (automatic),53.65,3804.4,0,No complaint recorded.,0,0,0,0,long_term,0,0,1,0,0,0,0,0,0,0
6184-DYUOB,Female,0,0,3,1,0,0,Month-to-month,1,Mailed check,19.6,55.25,0,Who is proofreading the shirts at ? #batman #its,1,1,1,2,new,0,1,0,0,48,0,0,0,0,0
6711-FLDFB,Female,0,0,7,1,0,0,Month-to-month,1,Electronic check,74.9,541.15,1,"18:47 from Euston, have some decency and make the first class carriage any class..women and children sat on the floor #cattle",1,1,1,2,new,0,1,1,1,125,0,0,0,0,0
5821-MMEIL,Female,0,0,57,1,0,0,Two year,0,Bank transfer (automatic),19.9,1115.6,0,"Hey . Cool new slick thing you're doing with the tiny player, but imagine how much cooler if it would be if I could actually see whose track I'm playing and what the track is called... Just a suggestion from somebody who likes music.",1,0,0,1,loyal,0,1,0,0,233,0,0,0,0,0
9685-WKZGT,Male,1,0,14,1,0,0,Month-to-month,1,Electronic check,74.95,1036.75,1,More moms of babies and toddlers should use eBay to buy clothes. Such savings and re-use.,1,1,0,2,mid,0,1,1,1,89,0,0,0,0,0
4905-JEFDW,Male,0,0,11,0,1,0,One year,1,Electronic check,41.6,470.6,1,No complaint recorded.,0,0,1,0,new,0,0,1,0,0,0,0,0,0,0
6260-XLACS,Male,0,0,4,1,0,0,One year,0,Mailed check,19.7,117.8,0,No complaint recorded.,0,0,1,1,new,0,0,0,0,0,0,0,0,0,0
8597-CWYHH,Male,0,0,43,1,0,0,One year,0,Mailed check,94.35,3921.3,0,"It does the count down but it doesn’t start recording Soooo is anyone else’s screen record not working on #iPhone8Plus 👀 #ios11struggles Fixed it, I reset all settings",3,1,0,3,loyal,1,1,1,1,167,0,0,0,1,0
3658-QQJYD,Male,0,0,62,1,0,0,One year,1,Credit card (automatic),74.3,4698.05,0,"for some reason, isn’t loading. I’ve closed the app &amp; restarted my phone. Nothing works.",1,1,0,2,long_term,0,1,1,0,92,0,0,0,1,0
2180-DXNEG,Female,0,0,12,1,1,0,Month-to-month,1,Electronic check,96.0,1062.1,1,No complaint recorded.,0,1,0,1,new,1,0,1,1,0,0,0,0,0,0
7266-GSSJX,Male,0,1,11,1,0,0,Month-to-month,1,Electronic check,20.45,250.8,0,Contacted support again for the 2nd time. Was told there's no fix. I fixed it myself. Where's that job offer at? I have great people skills Ever since I downloaded the High Sierra update for my MacBook I've had nothing but problems trying to connect to the internet,2,1,1,2,new,0,1,0,0,265,0,0,0,1,1
5438-QMDDL,Female,0,0,19,1,0,0,Month-to-month,1,Mailed check,59.8,1130.85,0,No complaint recorded.,0,1,0,1,mid,0,0,1,0,0,0,0,0,0,0
4393-RYCRE,Male,0,0,44,1,1,0,One year,1,Electronic check,106.05,4510.8,0,"came back from japan super zen, until two drivers cancelled on me at LAX. why 😫",1,1,0,1,loyal,1,1,1,1,79,0,0,0,0,0
7072-MBHEV,Female,1,1,11,1,1,0,Month-to-month,1,Credit card (automatic),78.1,864.85,0,No complaint recorded.,0,1,1,1,new,0,0,1,1,0,0,0,0,0,0
9675-ICXCT,Male,0,1,72,1,1,1,Two year,1,Electronic check,80.8,5728.55,0,"hey, I was wondering if you could give me a discount on my food I'm broke!",1,1,0,1,long_term,1,1,1,0,74,0,0,0,0,0
6680-NENYN,Female,0,0,43,1,1,0,Two year,1,Electronic check,104.6,4759.85,1,Why are the chips i’m served ALWAYS stale??,1,1,0,2,loyal,1,1,1,1,43,0,0,0,0,0
1449-XQEMT,Male,0,0,3,1,0,0,Month-to-month,1,Mailed check,19.8,58.15,1,Hey what's the point of checking in and paying for a bag in advance if we all get put into the same slow line at BOS airport? Shouldn't you actually have a separate bag drop area like other airlines?,1,1,1,1,new,0,1,0,0,199,1,1,0,0,0
6458-CYIDZ,Female,1,0,5,1,0,0,Month-to-month,0,Electronic check,80.7,374.8,0,No complaint recorded.,0,1,1,1,new,1,0,1,1,0,0,0,0,0,0
1142-WACZW,Male,0,0,2,0,0,1,Month-to-month,0,Bank transfer (automatic),29.85,75.6,1,graffiti on inside door A vehicle 56333.,1,1,1,1,new,0,1,1,0,40,0,0,0,0,0
3301-VKTGC,Male,0,1,68,1,0,0,One year,1,Bank transfer (automatic),85.5,5696.6,0,No complaint recorded.,0,1,0,1,long_term,1,0,1,1,0,0,0,0,0,0
5244-IRFIH,Male,1,0,33,1,0,0,Month-to-month,1,Electronic check,94.5,3105.55,1,"Hello. I want to cancel my premium subscription, but I deleted my Facebook a while ago and I am unable to log in. Please help!",1,1,0,2,loyal,1,1,1,1,126,1,1,0,0,1
4718-DHSMV,Female,0,0,11,0,0,0,Month-to-month,1,Mailed check,35.8,363.15,0,Definitely found a new appreciation for while living in UK because it's literally the only place that sells healthy food.,1,1,1,2,new,0,1,1,0,121,0,0,0,1,0
1891-FZYSA,Male,1,0,69,1,0,0,Month-to-month,1,Electronic check,89.95,6143.15,1,What's JOD,1,1,0,1,long_term,1,1,1,1,10,0,0,0,0,0
1469-LBJQJ,Female,0,0,66,1,1,0,Month-to-month,1,Electronic check,105.2,6936.85,0,If a chipotle came to Terre Haute I could solely keep it in business,1,1,0,2,long_term,1,1,1,1,68,0,0,0,0,0
4115-BNPJY,Male,0,1,29,1,1,1,Two year,0,Mailed check,75.55,2054.4,0,"worst software update ever, revert to laptop as iPhone 7 apps hang/shutdown, OS freezes &amp; iPhone suddenly gets very hot",1,1,0,2,loyal,0,1,1,0,123,1,1,0,1,0
4608-LCIMN,Male,0,1,8,1,0,0,Month-to-month,0,Bank transfer (automatic),44.65,369.15,0,NYC internet is DOWN. Zip code 10011. Please advise,1,1,1,1,new,0,1,1,0,51,0,0,0,1,0
5456-ITGIC,Male,1,0,72,0,1,1,Two year,1,Credit card (automatic),64.45,4641.1,0,is there any way I can check my iPhone 6's battery health?,1,0,0,1,long_term,0,1,1,0,58,0,0,0,1,0
1767-TGTKO,Female,0,1,8,1,0,0,Month-to-month,1,Electronic check,45.45,411.75,0,That makes me soo happy :) Will you be stocking the Violife cheese platter at any shops in Cheshire? Northwich preferably #cheeseforchristmas,2,1,1,3,new,0,1,1,0,141,0,0,0,1,0
2325-WINES,Female,0,0,32,1,1,0,One year,1,Credit card (automatic),104.05,3416.85,0,No complaint recorded.,0,1,0,1,loyal,1,0,1,1,0,0,0,0,0,0
8129-GMVGI,Female,0,1,56,1,0,0,Two year,0,Mailed check,20.05,1090.1,0,"Huh? ""We’re sorry. Your device needs to have Adobe Flash Player enabled before you can take our speed test."" Srsly? FLASH? Still?",2,0,0,3,loyal,0,1,0,0,129,0,0,0,0,0
0940-OUQEC,Male,0,0,10,1,0,0,Month-to-month,1,Bank transfer (automatic),80.7,788.8,1,No complaint recorded.,0,1,1,0,new,1,0,1,1,0,0,0,0,0,0
2348-KCJLT,Female,0,0,44,1,1,0,One year,1,Mailed check,61.5,2722.2,0,"Sorry I don’t pack light! Hopefully no one was hurt! Well today they failed... and are continuing to fail. My bag was waiting for me in AUS, and the day ended up working out, but 4 hours of my time was wasted with a lot of unnecessary frustration Pushed to Standby 2.5 hours later AA985 plane had “electrical gremlins”, missed 1st connector. Flew standby for AA5905 to destination. I am exhausted and annoyed. I have never had any issues. Originally 5934, TSA line had 1 lane for 400 people. Missed, plane was still docked and not allowed to board with 8 others. what’s your policy with boarding when 9 people get stuck through TSA’s 1 lane and we can see the plane still docked? I had the most beautiful and best flying experience today on my way to Sacramento. Thank you for awesome customer service!",5,0,0,6,loyal,0,1,1,0,802,0,0,0,0,1
0461-CVKMU,Female,0,1,23,1,1,1,Month-to-month,0,Electronic check,83.8,1900.25,1,Doesn't look like you are. In actual fact looks like you are doing the OPPOSITE of everything. I have been waiting for a call or email back for about a month.... all my emails go unanswered. Is anyone out there?!?!?!? 😡,2,1,0,3,mid,1,1,1,1,219,0,0,0,0,0
1215-VFYVK,Female,0,0,4,0,1,1,Month-to-month,0,Mailed check,48.25,202.25,0,"Is there any branch of BoA in China or HongKong? Thank you for your response. Since I will live and work outside of U.S. for a long time, may I renew my photo ID issued by government by email instead of in person at branch of BoA?",2,1,1,3,new,0,1,1,0,230,0,0,0,0,1
4072-IPYLT,Female,0,1,36,1,0,0,Month-to-month,0,Credit card (automatic),51.05,1815.0,0,No complaint recorded.,0,1,0,0,loyal,0,0,1,0,0,0,0,0,0,0
6173-ITPWD,Male,0,0,47,1,1,0,Month-to-month,1,Bank transfer (automatic),83.35,4065.0,1,Shout out to for finding an item we lost on the plane and returning it to us! Thank you!,1,1,0,2,loyal,1,1,1,1,88,0,0,0,0,0
7389-KBFIT,Female,0,1,2,0,0,0,Month-to-month,1,Mailed check,30.25,63.75,0,11/18/2017 $4 Walmart carnations perfectly arranged by my beautiful baby Brennyn.…,1,1,1,1,new,0,1,1,0,82,0,0,0,0,0
0731-EBJQB,Female,0,1,52,1,0,0,One year,1,Electronic check,20.4,1090.65,0,"hi, station staff at Lime St a bit confused - when’s the next train to London? Will do - any idea why ADR didn't work... Hi, we were caught up in the mess last Friday - ADR doesn't seem to have worked, is it just being slow or should I claim? &lt;shudder&gt; A man’s voice over your shoulder as you get ready to go... doesn’t do anything for me... glad you kept the goldfish line... and the last line about escaping, oh so true!!! Wrong wrong - Will Ferrell is not what I want to hear in the loo...",5,0,0,5,loyal,0,1,0,0,498,1,1,0,0,0
7330-WZLNC,Female,0,0,5,1,0,0,Month-to-month,1,Electronic check,90.8,455.5,1,"Paddington was just evacuated, what's going on ?",1,1,1,2,new,1,1,1,1,48,0,0,0,0,0
9055-MOJJJ,Female,0,1,64,1,0,1,One year,0,Mailed check,65.8,4068.0,0,"Understand there are options. Your focus on cost reduction instead of customer service is an unfortunate change. diamond, 4million miler and my wife can’t come into the Sky Club. Really?",2,0,0,3,long_term,0,1,1,0,186,0,0,0,0,1
9992-UJOEL,Male,0,0,2,1,0,0,Month-to-month,1,Mailed check,50.3,92.75,0,"Honestly ben, how dare you. After all they've done for us. You're trying to get us chipotle blacklisted.",1,1,1,1,new,0,1,1,0,104,0,0,0,0,0
8388-DMKAE,Female,0,0,8,1,0,0,Two year,0,Mailed check,20.25,174.65,0,Ok no problem thank you I'll let you know if there are any changes sent you guys a DM about my problem earlier :),2,0,1,3,new,0,1,0,0,113,2,1,0,0,0
2619-WFQWU,Female,0,0,1,1,0,0,Month-to-month,1,Mailed check,70.15,70.15,1,No complaint recorded.,0,1,1,1,new,0,0,1,1,0,0,0,0,0,0
7851-FLGGQ,Male,0,0,1,0,0,1,Month-to-month,1,Mailed check,44.65,44.65,1,No complaint recorded.,0,1,1,0,new,0,0,1,0,0,0,0,0,0,0
7139-JZFVG,Male,0,1,60,1,1,0,Two year,0,Bank transfer (automatic),60.5,3694.45,0,No complaint recorded.,0,0,0,1,loyal,0,0,1,0,0,0,0,0,0,0
3771-PZOBW,Male,0,0,20,1,1,0,Month-to-month,1,Credit card (automatic),90.7,1781.35,0,"Dear, : This “i” issue is annoying. Do better. Sincerely, A loyal customer who can’t live without autocorrect nor predictive text",1,1,0,2,mid,1,1,1,1,129,1,1,0,0,0
3733-ZEECP,Male,0,1,22,1,0,1,Month-to-month,1,Electronic check,51.1,1232.9,0,No complaint recorded.,0,1,0,0,mid,0,0,1,0,0,0,0,0,0,0
4906-ZHGPK,Male,0,1,54,1,0,1,One year,1,Electronic check,70.7,3770.0,0,"iPhone 7 Plus slow and glitchy after update to iOS 11.1.1, would there be any reason ?",1,1,0,2,loyal,0,1,1,0,86,1,1,0,1,0
7439-DKZTW,Male,0,0,1,1,0,0,Month-to-month,1,Electronic check,80.55,80.55,0,If I had flown I would’ve been home by now. 🙄🙄🙄,1,1,1,1,new,1,1,1,1,47,0,0,0,0,0
2592-HODOV,Male,0,0,13,1,0,0,One year,0,Credit card (automatic),19.3,259.65,0,"seriously delta, I need to make sure my seats are secure for tomorrow Hey why do I not have seats and I've already checked in? This better not mean I will not have a seat...",2,0,0,3,mid,0,1,0,0,173,0,0,0,0,0
7826-VVKWT,Female,1,1,24,1,1,0,Two year,1,Electronic check,96.55,2263.45,0,ありがとうございまーす！ え、プライムビデオ ZガンダムDLして見られるのかよ,2,1,0,2,mid,1,1,1,1,39,0,0,0,0,0
1658-TJVOA,Female,1,0,6,1,0,0,Month-to-month,1,Electronic check,74.1,450.9,0,Travelled in Air Asia today. Pleasent journey. Keep it up.,1,1,1,2,new,0,1,1,1,58,0,0,0,0,0
2439-LYPMQ,Male,1,0,38,1,1,0,Month-to-month,1,Electronic check,102.6,4009.2,0,"I'm trying to locate a digital receipt for a checked bag I purchased through the Delta app for a trip a couple of weeks ago but I'm not finding it anywhere. Can you help? how do I get the Facebook app to go away from my iPad’s dock? As soon as I drag it off, it reappears again. Here's the link to the one on Walmart. Since it's on sale there, it's not eligible for price match with Target? Do you offer price match guarantee online? I'm seeing this product on 's site for half the price:",4,1,0,5,loyal,1,1,1,1,488,0,0,1,1,1
7596-LDUXP,Female,0,0,12,1,0,0,One year,1,Credit card (automatic),85.15,979.05,0,is this the price 6 for £1.75 how much are your packs of #mincepies and are there 5 in pack? #Chiswick,3,1,0,4,new,1,1,1,1,102,0,0,1,0,0
4524-QCSSM,Male,0,0,26,0,0,0,Month-to-month,1,Bank transfer (automatic),44.65,1156.55,0,my account got locked not able to access after verifying my OTP. Please reset my account so that i can start fresh. 9401655717,1,1,0,1,loyal,0,1,1,0,126,0,0,0,0,0
7816-VGHTO,Female,0,1,6,0,1,1,Two year,0,Mailed check,40.55,217.5,0,Your headrests are extremely hard and provide for a very awkward head and neck position for shorter people. . flights are so uncomfortable because of the thick ass pillow headrest. I’ve got a headache already and I just got on the plane. Create an a la carte program for channels because im paying for stuff I don’t want with all of your packages My cable contract with is finally over. Time to NOT spend $220 a month for internet and tv smh,4,0,1,4,new,0,1,1,0,441,0,0,0,1,0
3092-IGHWF,Male,0,1,67,1,1,0,One year,0,Electronic check,87.4,5918.8,1,"no tea no shade no pink lemonade why do give me food that goes off the same day as my food delivery? Do they think I have a banana, leek and tomato soup planned?",2,1,0,3,long_term,1,1,1,1,161,0,0,0,0,0
6646-QVXLR,Male,1,0,62,1,1,0,One year,1,Electronic check,103.75,6383.35,1,Only tv in house. All the other basic channels seemed to be fine. Tried everything but calling. No offense but I didn't want to spend half the show on hold.😕 Watching on my phone because cable company fail. I only subscribe for a handful of shows. Time to cancel? cc: 🤔,3,1,0,3,long_term,1,1,1,1,269,1,1,0,1,0
9074-KGVOX,Male,0,1,50,0,0,0,Month-to-month,1,Credit card (automatic),39.45,2021.35,0,No complaint recorded.,0,1,0,0,loyal,0,0,1,0,0,0,0,0,0,0
5360-XGYAZ,Male,0,1,72,0,1,1,Two year,1,Bank transfer (automatic),65.65,4664.5,0,ich habe 2 Nike Fuelbands SE. Habe Sie auf Werkszustand zurückgestellt via App auf meinem MacBook Pro. Leider bleibt bei der Aktivirung die Browserseite bei NIKE (SECURE) hängen und zeigt nur noch eine leere weisse Seite. Habe es mit verschiedenen Browsern versucht.,1,0,0,2,long_term,0,1,1,0,266,0,0,0,1,0
0354-WYROK,Female,1,1,31,1,1,1,Month-to-month,1,Electronic check,98.9,2911.3,1,"These. Yes: Safari, Firefox, Chrome. Your chat hasn’t worked in months in any browser. It has been widely complained about on your own forums. Hey so my girlfriend is trying to get her PS4 repaired but the site doesn’t work, chat doesn’t work, and calling didn’t help It was already handled. But that this happens 99% of the time is abysmal. it’s a reflection of the light me: no corn, diet pepsi. call the intercom : completely ignores notes, brings mix of sodas, calls ’s phone ~love having my food fucked up and requests ignored~ hey do i have to send y’all a cake to make sure my order is correct, or what like. i worked retail for 12 years, and a third of that was in food service of some kind. it’s SO MUCH EASIER to do it right the first time. which was, of course ""why have two of your people told me two separate times that this location is closed"" and when i opened a ticket about it the answer i got was ""i’m sorry the hours were posted incorrect"", instead of the answer to my question and this is after a postmate telling me that the good taco bell is closed (when it’s not, because i can verify that info) fiery. i ordered a cool ranch DLT gordita via postmates selected cool ranch as the shell. put ""MAKE SURE IT’S COOL RANCH"" as the note and then my food got fucked up i had a lot of shit go really wrong today but i kept my composure and kept fairly upbeat today Hi, my promo code isn’t working and your website is telling me that every restaurant is closed.",5,1,0,6,loyal,1,1,1,1,1474,0,0,0,1,1
9778-OGKQZ,Male,0,0,72,1,1,1,Two year,1,Credit card (automatic),92.0,6782.15,0,"hello, wondering why my Card is being denied.",1,1,0,2,long_term,1,1,1,0,45,0,0,0,0,0
4139-JPIAM,Male,0,0,51,0,0,1,Month-to-month,1,Credit card (automatic),44.45,2181.55,0,On my flight to #TwitchCon2017 abd my #TMobileWingman got me free WiFi on flight!!! Delta and T-Mobile are awesome!!,1,1,0,2,loyal,0,1,1,0,116,0,0,0,1,0
3727-JEZTU,Female,0,0,1,1,0,0,Month-to-month,0,Mailed check,20.4,20.4,0,"Done It's now been two months and I still do not have a refund reference GWRR171124BGHV Hi Josh, It said in the email that it would not take more than seven days. It is now more than seven days Reference: GWRR171020BPQQ. Hi there, still no response or refund for the additional ticket that I had to purchase on the 19th OCT when do I report to transport focus? Still no response or refund from your customer service. Still no response or refund can you give me a time frame for this. Or should I just instruct my credit card company to get the money back. Thank you. Train manager is Vincent Young. He has marked the new ticket I purchased. I have shown him email of uncollected ticket. That's shockingly bad! How can you justify such terrible customer service. If you strand someone or they are forced to buy new tickets... ...because of your failures it should be sorted within the week. Thank you. I have done so.",5,1,1,5,new,0,1,0,0,916,6,1,1,0,1
3882-IYOIJ,Female,0,1,60,1,1,1,Two year,0,Credit card (automatic),115.25,6758.45,0,There is a new walking DiStanCe from MY hOuSe and NOBODY TOLD ME!!1!!,1,1,0,1,loyal,1,1,1,1,69,0,0,0,0,0
4335-UPJSI,Female,0,1,24,1,0,0,Two year,0,Mailed check,19.75,498.1,0,"my no is 09075365519 still waiting for reply good evening, pls how do I get to add more numbers to my family and friends",3,0,0,4,mid,0,1,0,0,120,0,0,0,0,1
